dates,Norway,Algeria,Russia,Azerbaijan,Libya,UK net flows,LNG,EU total,Nord Stream,Ukraine Gas Transit,"Yamal (BY,PL)",Turkstream,Russia (Sudzha)
11.06.2022,265.3,90,210.8,35,4.8,74.8,317.3,998,142.2,40.9,,24,
12.06.2022,266.1,88.2,212.3,35,6.9,84.9,306.3,999.7,145.3,40.9,,22.2,
13.06.2022,251,92.1,183.4,35,8,95.6,345.2,1010.3,116.9,40.2,,22.4,
14.06.2022,266.2,91.5,170.1,35,8.5,95.2,355.4,1022,101.9,41.2,,22.9,
15.06.2022,267,90.5,166.5,34.9,8.5,95,385.3,1047.8,95.8,40.1,,26.5,
16.06.2022,267.2,90,147.4,35.4,8.5,92.9,385.4,1026.9,69.8,40.1,,29.2,
17.06.2022,267.8,91.3,148.2,33.3,8.5,89.2,361.9,1000.1,68.2,40,,31.7,
18.06.2022,267.3,92.8,146.1,33.1,5.3,91,314.7,950.4,68,39.6,,30.2,
19.06.2022,267.4,92.3,148.2,33.1,5.3,88.1,291.4,925.8,68.2,39.5,,32.2,
20.06.2022,267.3,103.1,151.6,33.2,5.9,94.5,341.2,996.7,68.2,39,,34.4,
21.06.2022,267.4,103,117.8,35.9,5.9,95.9,385,1010.8,68.3,40.5,,0,
22.06.2022,267.4,95.5,115.9,34.8,5.9,94.4,358.6,972.4,68.2,39.8,,0,
23.06.2022,266.8,97,116,32,6.4,94.4,368.6,981.3,68.2,40.1,,0,
24.06.2022,267.2,96.9,116.4,32,6.4,91,320,929.9,68.3,40.1,,0,
25.06.2022,267.5,91.7,117.1,34.8,4.8,85.6,324.5,926,68.2,40.1,,0,
26.06.2022,267.8,93.1,116.3,35,5.8,86.3,314.2,918.6,68.2,40.1,,0,
27.06.2022,267.9,95.3,132.5,35.1,7.5,90,342.6,970.9,68.3,40.6,,15.5,
28.06.2022,268.1,95,151.1,34.2,7.5,89.2,359.7,1004.8,68.2,39.8,,34.2,
29.06.2022,268.1,96.9,154.3,34,6.4,95.3,335.8,990.8,68.3,40.7,,35.3,
30.06.2022,268.5,102.8,159.5,35.6,6.4,96.6,341.6,1010.9,68.2,41.7,,36.8,
01.07.2022,265.8,94,155.7,35.5,6.4,95.1,359.3,1011.8,68.3,40.1,,36.9,
02.07.2022,268.4,83.5,151.4,34.8,5.3,92.4,328.5,964.2,68.2,39.7,,35.5,
03.07.2022,268.7,83.6,150.6,34.5,5.3,92,324.1,958.8,68.2,39.5,,35.1,
04.07.2022,268.7,93.8,152.7,35.3,6.4,96.9,354.4,1008.2,68.7,39.8,,35.9,
05.07.2022,268.4,94.7,154.4,35.4,6.4,98.7,356.7,1014.8,67.6,39.1,,37,
06.07.2022,268.5,93.2,156.8,34.9,6.4,95.1,355.5,1010.4,68.4,39.9,,36.5,
07.07.2022,268.3,94.7,149.7,32.5,6.4,99.7,343.1,994.4,68.2,39.1,,36.6,
08.07.2022,268.6,98.3,149.3,35.5,6.4,90.6,333.7,982.5,68.2,39.1,,36.5,
09.07.2022,268.1,96.9,148.8,35.9,5.3,95.5,342,992.5,68.8,38.3,,36.6,
10.07.2022,268.2,95.4,147.4,35.9,5.4,95.1,349.6,996.8,67.8,38.4,,36.3,
11.07.2022,237.1,83.3,89.4,35.9,5.4,94.1,375.4,920.6,5.8,39.8,,41.8,
12.07.2022,223,96.7,86.6,35.9,5.4,87.8,408.8,944.1,0,39.2,,45.5,
13.07.2022,239.6,96.8,87.1,36.9,5.4,94,416,975.8,0,38.6,,46.2,
14.07.2022,262.1,99.6,87.9,36.9,5.3,95.6,411.7,999.1,0,39.1,,46.8,
15.07.2022,268.2,101.8,86.6,37,6.4,96.3,403.4,999.7,0,38.4,,46.2,
16.07.2022,268.1,100.9,86.5,36.6,5.9,94,392.9,984.9,0,38.6,,45.9,
17.07.2022,268.1,89.9,85,35.6,5.3,86.9,375.9,946.7,0,38,,44.9,
18.07.2022,267.5,99.5,87.5,35.6,6.4,88.4,396.2,981.1,0,39.2,,46.3,
19.07.2022,266.4,84.2,88.2,37.1,5.4,81.4,389.8,952.5,0,40.1,,46.1,
20.07.2022,259.2,62.5,87.5,33.9,7.5,93.4,397.8,941.8,0,39.2,,46.1,
21.07.2022,258.9,59.5,165,36.5,7.5,81.4,407.3,1016,67.4,40.4,,46.1,
22.07.2022,259.1,59.7,166.9,36.2,8.6,86.3,408.1,1024.8,68.2,38.5,,47.1,
23.07.2022,259.1,58.7,164.5,35.4,5.9,78.5,378.7,980.8,67.6,38.5,,45.8,
24.07.2022,267.1,60.8,163.7,35.3,5.9,73.7,378.6,985,68,38.3,,45.3,
25.07.2022,267,61.1,161.8,36.8,8,81.8,398.3,1014.8,68.2,38.1,,45.3,
26.07.2022,267,58.4,159.3,37.9,9.6,86.6,398,1016.7,64.9,37.7,,46.3,
27.07.2022,265.6,77.6,132.6,38.9,9,86,402.4,1012.2,36.2,39.3,,46.3,
28.07.2022,256.6,78.7,129.9,39,9.1,86.9,400.8,1001,33.6,38.7,,46,
29.07.2022,262.4,77.6,124.1,38.9,7.4,90.8,374.1,975.4,33.6,37.9,,46.5,
30.07.2022,255.2,79.2,120.7,34.2,7.5,86.2,335.5,918.4,33.6,38.2,,45.6,
31.07.2022,255.4,81.4,118.7,34.2,7.5,85.1,335,917.4,30.8,38.1,,44.9,
01.08.2022,260.6,85.2,116.2,32.3,8,83.1,369,954.3,32.5,37.5,,41.3,
02.08.2022,267,93,119.7,34.7,9.1,75.7,369.7,968.9,33.6,37.2,,43.4,
03.08.2022,266.4,94.1,119.4,35,9.1,82.6,358.4,964.9,33.6,37.4,,42.6,
04.08.2022,266.6,94.2,117,35.6,6.9,49.4,362.4,932.1,33.6,37.5,,39.8,
05.08.2022,266.6,96.8,122.2,35.5,6.9,83.7,329.3,941,33.6,37.1,,42.3,
06.08.2022,266.3,91.7,121.5,34.7,5.8,85,311,916.1,33.7,36.8,,40.7,
07.08.2022,266.5,92.7,119.8,35.7,5.9,86.9,302.8,910.3,33.6,37.1,,39.2,
08.08.2022,266.6,94.5,117,35.7,10.6,89.9,339.7,953.9,33.6,36.9,,36.1,
09.08.2022,266.3,97.4,118.6,35.5,7.5,94.2,335.4,954.8,33.6,37.1,,37,
10.08.2022,266.4,97.6,114.1,35.2,6.9,95.1,331.7,947,33.6,36.8,,36.5,
11.08.2022,266.7,98,126.4,34.9,4.8,35,353,918.7,33.8,42.3,,43.1,
12.08.2022,262.1,99.8,124.5,34.7,4.8,95.6,316.2,937.8,33.8,36.9,,47.8,
13.08.2022,246.2,83.4,123.5,28.8,4.3,84.5,312.9,883.6,34.1,36.6,,47.4,
14.08.2022,248.4,86.2,121.3,25.2,4.3,80.8,284.5,850.7,33.9,36.7,,45.4,
15.08.2022,248.1,79.5,121.1,25.2,4.3,85.9,306.5,870.4,34,36.7,,45,
16.08.2022,251.4,94.9,127.9,25.2,6.4,86.8,321.5,914.1,34,42,,46.8,
17.08.2022,258,88.7,119,25.2,7.5,86.8,323.9,908.9,33.7,36.6,,43.6,
18.08.2022,261.1,96.6,119.6,25.2,6.4,91.3,305.4,905.6,33.6,36.4,,44.5,
19.08.2022,265.9,98.8,124.6,25.2,6.4,91,317.3,929.2,33.7,41.5,,44.7,
20.08.2022,266.7,86.4,120.6,25.7,4.9,88.7,322.4,915.3,33.7,36.5,,45.7,
21.08.2022,265.8,85,120.3,25.7,4.8,94.5,294.6,890.6,33.7,36.3,,45.4,
22.08.2022,265.8,98.4,120.4,25.7,7.5,95.7,303,916.5,33.7,36.6,,45.6,
23.08.2022,262.2,93.8,125.3,25.4,5.4,94.5,337.1,943.6,33.7,43.1,,44.2,
24.08.2022,261.9,100.8,117.7,25.7,5.4,93.6,341,946,33.7,36.8,,44.3,
25.08.2022,265.9,101.1,124.3,25.7,5.4,94.5,325.2,942.1,33.7,43,,44.3,
26.08.2022,260.8,101.8,118,25.8,5.4,96.2,311.2,919.2,33.7,36.7,,43.7,
27.08.2022,257.1,85.7,120.5,29.2,6.5,91.5,305.7,896.2,33.7,36.8,,46.1,
28.08.2022,259.9,85.6,122.5,27.5,6.4,90.9,294.7,887.5,33.7,36.8,,48.3,
29.08.2022,252.6,97.7,119.3,30.7,6.4,89.8,318.2,914.9,33.8,37.2,,44.7,
30.08.2022,260.5,101.5,114.6,30.5,7.5,93.4,350.1,958.2,28.2,37.6,,45.2,
31.08.2022,266.4,105,80.6,30.2,7.5,92.3,358.4,940.4,0,37.3,,39.5,
01.09.2022,263.6,105.7,87.9,30.3,7.5,92.7,348.7,936.5,,39,,45.1,
02.09.2022,261.1,104.8,86.7,35.3,5.4,83.4,351,927.6,,38.5,,44.6,
03.09.2022,253.2,87.2,84.4,35.6,5.4,90.6,321.3,877.7,,38.4,,42.2,
04.09.2022,250.7,88,82.2,35.6,5.4,84.9,303.5,850.2,,38,,39.9,
05.09.2022,250.5,96.9,77.1,35.6,7.5,82.3,338.7,888.7,,38.6,,33.8,
06.09.2022,265.1,100.2,83.5,35.6,5.4,86.6,331.3,907.6,,37.8,,40.2,
07.09.2022,192.9,100.7,85.5,35.5,6.4,93.1,357.9,872,,38.7,,41.5,
08.09.2022,238.4,100.6,84.1,35.5,6.4,91.4,366.2,922.6,,38.6,,40.3,
09.09.2022,223.8,99,86.2,35.6,6.4,91.8,326.9,869.7,,39.3,,41.3,
10.09.2022,227.8,99.4,84.8,35.6,5.4,92.3,291.6,836.9,,38.2,,41.1,
11.09.2022,236.2,100.3,86.1,35.6,5.4,92.6,279.4,835.6,,38.4,,42.3,
12.09.2022,246.9,102.8,85.9,35.6,6.4,92.7,285.3,855.6,,38.4,,42.7,
13.09.2022,244.4,104.5,87.2,35.4,6.4,78.1,295.7,851.8,,38.6,,43.3,
14.09.2022,249.8,102.3,89.5,35.6,6.4,80,308.5,872.2,,38,,45.8,
15.09.2022,250.8,108,89.2,36.1,6.4,80.3,318.1,888.9,,38.8,,45.1,
16.09.2022,252.7,102.5,87.7,36.2,6.4,92.9,333.4,911.8,,38.3,,43.8,
17.09.2022,250.4,94.6,79.7,36.1,5.4,92.9,308.9,868,,38.2,,36.1,
18.09.2022,250,93.6,79.8,36.2,5.4,93.7,305.9,864.6,,38.1,,36.1,
19.09.2022,259.7,89.5,81.6,36.1,5.9,95.4,333.6,901.9,,38.2,,36.9,
20.09.2022,261.8,88.9,85.5,36,5.9,94.8,375.5,948.3,,38.4,,40.8,
21.09.2022,258.4,85.5,83.6,33.4,5.9,90.7,394.4,952,,38,,39.7,
22.09.2022,251.5,97.5,84.1,34.2,5.9,94.7,389.1,957,,37.9,,40,
23.09.2022,259.7,105.6,82.1,34.2,5.9,93,374.2,954.7,,38.5,,38.3,
24.09.2022,242.5,117.7,78.8,34.2,5.4,92.5,322.5,893.6,,38.5,,35,
25.09.2022,248.1,114,76.8,34.2,6.4,89.6,314.6,883.7,,38.6,,32.6,
26.09.2022,240.6,101.8,78.6,34.3,9.1,89.1,350.7,904.2,,38.2,,35.2,
27.09.2022,249.8,107.5,77.6,35.6,9.1,92.5,334.6,906.7,,38.5,,33.4,
28.09.2022,262.4,105.9,77.4,35.6,8.5,95.1,320.2,905.3,,38.5,,33.2,
29.09.2022,258.2,107.9,79.9,35.6,6.4,91.2,344.8,924,,41.4,,32.8,
30.09.2022,248.6,110.5,76.8,35.6,6.4,86.9,344.4,909.2,,40.1,,31.1,
01.10.2022,259.9,84.2,71.1,35.6,5.3,76.8,333.4,866.4,,37.7,,28,
02.10.2022,267.8,94.4,70,35.6,5.4,84,323.1,880.2,,37.8,,26.9,
03.10.2022,266,109.2,74.2,35.6,6.9,85.8,365.6,943.2,,37.9,,30.9,
04.10.2022,266.5,95.7,77,35.6,6.9,91,380.8,953.6,,37.2,,34.2,
05.10.2022,267,103.1,72.9,35.6,8,90.9,359.5,937.1,,38.4,,29.1,
06.10.2022,267.5,104.4,74.2,38.7,9.6,88,346.8,929.1,,38.4,,30.2,
07.10.2022,267.4,104.6,75.4,37.6,9.6,87.6,366.7,948.8,,39.4,,30.3,
08.10.2022,267.3,104.9,73.3,36.9,8,79,335.2,904.8,,38.2,,29.5,
09.10.2022,267.4,105.1,73.8,36.9,5.9,80.7,336.3,906,,38.3,,30.1,
10.10.2022,267.4,104.3,76,36.9,10.1,91.9,391.2,977.9,,38,,32.8,
11.10.2022,265.3,106.5,81.3,37,10.7,85.2,397.5,983.6,,40.3,,35.9,
12.10.2022,260.1,106.8,80.9,36.9,8.1,88.8,377.2,958.7,,40.3,,34.6,
13.10.2022,265,106.2,84.1,37,9.1,91.8,375.9,969.1,,40.4,,37.4,
14.10.2022,264.7,106.9,81.5,36.9,9.1,96.1,374.9,970.1,,38.1,,36.8,
15.10.2022,265.8,91.3,77.8,36.9,6.4,78.1,341.9,898.3,,37.9,,34,
16.10.2022,266.3,90.8,76.9,36.9,6.4,81.9,321.3,880.6,,38.1,,33.2,
17.10.2022,264.8,90.5,75.8,36.9,8.6,90.1,356.9,923.4,,37,,33.5,
18.10.2022,265.6,89.4,79.7,36.9,12.3,89.4,340.2,913.6,,38.4,,36,
19.10.2022,262.9,88,78.7,37,12.9,89,320,888.4,,37.3,,36.8,
20.10.2022,261.5,86.2,79.1,36.9,11.8,90.5,323,889,,38,,35.7,
21.10.2022,260.9,77.6,79,36.9,11.8,89.4,346.2,901.9,,36.6,,36.4,
22.10.2022,262.2,77.2,74.1,37,11.8,80.9,310.9,854.2,,33.4,,34.5,
23.10.2022,261.4,78.2,69.4,37,11.8,78.1,295.1,831.1,,33.4,,34,
24.10.2022,262.7,78.1,64.9,37,14,85.4,328.1,870.2,,30.8,,34,
25.10.2022,263.7,84.8,64.6,33.7,12.9,90.7,333.1,883.5,,31.4,,33.2,
26.10.2022,263.9,86.4,60.2,33.7,10.7,91.3,321.7,867.9,,29.5,,30.7,
27.10.2022,263.4,76.9,60.3,33.6,10.7,93.6,337,875.4,,28.4,,31.8,
28.10.2022,251.8,75.7,63.5,35.7,10.7,84.4,332.1,854,,31.7,,31.8,
29.10.2022,259.3,71.8,60.4,33.4,7.5,82.2,331.3,845.8,,28.2,,32.1,
30.10.2022,256.3,72,60.7,32.1,7.5,88.3,330.8,847.8,,29.1,,31.6,
31.10.2022,260,73.3,61.1,37.8,10.7,93.3,322.6,858.8,,29.1,,31.9,
01.11.2022,249.8,64,55.8,33.1,10.7,56.1,336.1,805.5,,33.5,,22.3,
02.11.2022,259.8,74.1,55.5,27.5,13.4,65.9,362.4,858.6,,32.2,,23.3,
03.11.2022,253.2,59.8,57.2,32.2,13.9,87.2,376.5,880.1,,31.6,,25.6,
04.11.2022,259.9,66.3,57.5,37,13.9,96.5,408,939,,28.5,,29,
05.11.2022,262.9,68,59.8,32.1,10.7,84.1,384.2,901.8,,28.2,,27,
06.11.2022,262.1,67.6,61.8,32.1,11.7,84.5,357.3,877.2,,28.9,,26.9,
07.11.2022,253.5,67.7,66.5,37,11.8,89.8,387.4,913.7,,30.1,,30.3,
08.11.2022,255.2,69.6,67.6,32.1,12.8,94,384.1,915.5,,31.3,,29.7,
09.11.2022,255.2,80.3,71.6,37,12.8,91.8,409.3,958.2,,33.3,,31.3,
10.11.2022,251.5,81.1,75.4,37,12.9,90.2,422.3,970.4,,35.7,,32.8,
11.11.2022,254.6,80.9,75.5,36.7,11.8,93.6,392.2,945.3,,38,,30.5,
12.11.2022,252,79.4,69.6,36.7,10.7,89.8,363.2,901.4,,35.2,,28.3,
13.11.2022,254.2,79.6,69.2,36.6,9.6,90.9,373.7,913.8,,35.1,,28.1,
14.11.2022,247.4,79.7,73.5,37,12.8,89.4,403.3,943.1,,38.1,,29.9,
15.11.2022,248.9,80,82.5,35.3,12.9,35.6,378.4,873.6,,44.9,,31.6,
16.11.2022,250.1,95.2,86.6,33.2,12.8,37.5,376.3,891.6,,48.3,,31.5,
17.11.2022,248.1,101.2,86.6,35.3,12.8,37.2,375.4,896.7,,47.7,,31,
18.11.2022,254.4,89.8,86,36.4,10.7,36.8,384.7,898.8,,45.7,,31.7,
19.11.2022,255.3,80.1,89.7,38,11.3,33.1,382,889.4,,50.8,,30.1,
20.11.2022,252.7,79.6,88.3,38,9.1,33.1,378.3,879,,50.8,,28.2,
21.11.2022,257.2,87.8,89.6,36.9,11.8,35.8,398,917.2,,49.1,,31.6,
22.11.2022,253.8,94.5,91.2,36.9,2.2,38.4,374,890.9,,51,,32.3,
23.11.2022,252.7,94.4,83.7,35.3,4.3,31.8,416.8,919,,48.9,,28.2,
24.11.2022,249.4,109.5,85.1,34.8,4.8,32.4,423.1,939.2,,46.2,,32.1,
25.11.2022,254.5,110.4,87.7,35.8,2.7,33.3,419.3,943.8,,45.5,,33.4,
26.11.2022,256.5,98.2,81,35.9,2.1,26.8,408.5,908.9,,40.1,,32.5,
27.11.2022,256.9,101.3,80.4,35.8,2.1,29,410.4,915.9,,40,,31.6,
28.11.2022,249.3,120.9,86.8,35.9,2.1,39.4,425.1,959.5,,47.5,,33.1,
29.11.2022,227,121.2,82.1,32.2,3.2,35,446.3,947,,41.5,,34.4,
30.11.2022,224.7,120.8,85.8,35.8,4.3,68,455.6,995,,42.9,,36.7,
01.12.2022,222.4,97,100.3,36.4,3.8,72.4,400.2,932.3,,46.4,,45.3,
02.12.2022,232.3,94.5,103.5,33.8,10.2,74.5,417,965.9,,46.8,,47.8,
03.12.2022,231.4,94.8,99.9,38.9,9.1,76.5,420,970.6,,44,,47,
04.12.2022,231.1,94.4,99.5,37.7,9.1,76.6,419.7,968.1,,45.1,,45.5,
05.12.2022,230.2,100.8,102.4,37,10.7,77.9,432.4,991.4,,47.5,,45.8,
06.12.2022,219.1,100.1,103,37,10.1,71.2,435.7,976.3,,45.9,,49.7,
07.12.2022,213.5,98.4,102.9,35.2,10.2,50.3,432.7,943.2,,47.2,,49,
08.12.2022,223.2,99.7,103.3,35.2,9.6,31,398.9,901,,47,,49.6,
09.12.2022,229.3,101.9,106.5,38.1,9.6,35.6,400.9,921.8,,51.1,,48.8,
10.12.2022,233.2,107.2,93.6,38.1,8.1,42.3,377.9,900.4,,45,,41.7,
11.12.2022,230.5,108.7,95,37.3,8.1,28.3,381.4,889.3,,44.8,,43.1,
12.12.2022,248.2,112.1,105.1,36.1,10.7,29.9,380.5,922.5,,51.9,,46.2,
13.12.2022,238,113,107,35.8,11.8,40.4,382.6,928.6,,49.2,,49.2,
14.12.2022,242.6,113.8,112.3,35.8,10.7,30,397.3,942.6,,52.7,,49.7,
15.12.2022,241.5,114.4,113.5,35.8,11.2,43,424.8,984.2,,54.9,,47.9,
16.12.2022,255.4,120.4,109.8,37,11.2,50.4,430.8,1015,,53.6,,45.7,
17.12.2022,254.9,119.8,89.9,37,10.7,65.6,408.9,986.9,,45.1,,34.3,
18.12.2022,265,121.2,86.7,37,10.7,66.7,393.3,980.5,,44.6,,31.9,
19.12.2022,267.6,123.1,90,37,11.7,72.5,385,987,,45.7,,35,
20.12.2022,261.9,119.8,83.6,36.1,10.6,73.4,372.4,957.7,,41.6,,34.1,
21.12.2022,263.7,119.8,83.9,36.1,10.6,76.4,380.7,971,,41.4,,36,
22.12.2022,257.6,120.3,79.7,36.1,10.6,82.4,372.6,959.2,,38.4,,35,
23.12.2022,267.1,107.4,79.9,36.1,9.5,72.9,355.4,928.1,,40.3,,33.2,
24.12.2022,261.2,96.5,74.6,36.1,8.5,72.7,349.7,899.2,,38.8,,29.5,
25.12.2022,268.7,95.7,72.3,36.1,7.9,71.3,343.7,895.7,,38.5,,27.6,
26.12.2022,266.7,94.3,75.9,36.1,9.5,73.8,340.6,896.9,,38.8,,28.3,
27.12.2022,265.2,93.9,78.4,36.1,9.5,72.3,368.7,924.1,,39.3,,30.2,
28.12.2022,271.3,94.8,78.9,36.1,11.1,73.6,366.4,932.2,,39.6,,30.6,
29.12.2022,270.8,109.1,76.4,36,9.5,74.7,363.9,940.5,,41.7,,28.1,
30.12.2022,267.4,109.9,73,36.1,11.1,60.4,351.4,909.2,,39.9,,27.7,
31.12.2022,260.6,106.5,75,36,7.4,56.8,341.8,884.2,,38.4,,31.3,
01.01.2023,259.9,89.3,63.9,35.8,7.4,52,330.5,839,,38.1,,25.9,
02.01.2023,256.6,80.3,63.4,35.8,9,55.7,372.4,873.2,,38,,25.4,
03.01.2023,266.9,80.2,64.1,35.8,9.1,65.4,386.3,907.8,,38.4,,25.7,
04.01.2023,264.5,83,60.2,36.3,9,64.2,382.3,899.6,,34.3,,25.9,
05.01.2023,267.2,74.6,59.3,34.4,3.2,73.3,357,869.2,,33.5,,25.9,
06.01.2023,274.5,79,57.6,34.4,1.1,73.1,353.5,873.1,,31,,26.6,
07.01.2023,267,80.4,54.9,34.1,4.3,50.9,344.1,835.8,,31,,23.9,
08.01.2023,266,78.9,55.6,34.1,4.2,50.4,335.7,825,,31,,24.6,
09.01.2023,268.4,82.1,57.2,34,8.5,57.1,365.5,872.6,,31,,26.2,
10.01.2023,270.1,73.8,58.1,33.8,8.5,64.2,371.2,879.7,,30.9,,27.1,
11.01.2023,271.3,72.4,60.1,33,8.5,63.9,380.9,890.1,,30.9,,29.2,
12.01.2023,273,72.9,60.2,33.1,8.5,57.4,375.8,880.9,,30.9,,29.3,
13.01.2023,269.4,71.1,59.8,30.6,8.5,54.1,368.4,862,,30.7,,29,
14.01.2023,261.4,72.2,57.1,30.7,6.9,32.2,335.7,796.2,,31,,26.1,
15.01.2023,257.5,72.4,55.5,30.7,6.9,30.8,327.6,781.4,,31,,24.5,
16.01.2023,254.6,74.2,56.9,33,8,38.6,355.9,821.2,,30.9,,25.9,
17.01.2023,262.5,74.4,53.3,33,8,46.8,366,843.9,,28.1,,25.1,
18.01.2023,255.1,80,52.6,33.5,5.9,60.4,375.3,862.8,,28.5,,24.1,
19.01.2023,256.4,79.1,44.1,33.3,6.4,48.1,366.3,833.7,,20.1,,24,
20.01.2023,252.1,77.4,47.6,33.1,9,49.9,382.7,852,,20.6,,27,
21.01.2023,257.6,70,45.1,37,6.4,45,352.4,813.4,,19.4,,25.7,
22.01.2023,250.5,71.2,44.2,37,5.4,39.4,336.2,783.9,,19.5,,24.7,
23.01.2023,245.1,65,46,37,6.9,43.4,378.2,821.6,,20.1,,25.9,
24.01.2023,254.5,63.4,47.4,34,6.9,40.9,392.1,839.1,,20.4,,27,
25.01.2023,256.7,58.6,47.7,34.3,7.4,56.4,389.1,850.2,,20.1,,27.7,
26.01.2023,245.2,57.7,48.5,34.3,9.6,55.5,384.5,835.3,,19.8,,28.7,
27.01.2023,239.3,58.1,51.1,34.4,9.1,35.8,361.7,789.5,,21.5,,29.6,
28.01.2023,247.7,56.3,47.2,34.4,7.5,34.5,341.5,769.1,,19,,28.2,
29.01.2023,250.8,59.3,45.8,34.4,3.2,38.5,341.8,773.8,,19.6,,26.1,
30.01.2023,255.4,59.8,46.9,34.4,7.4,59.3,379.9,843.2,,19.3,,27.6,
31.01.2023,265.6,59.7,46.5,34.3,7.4,60.9,370.4,844.7,,19.2,,27.3,
01.02.2023,258.6,77.5,55.4,34.7,7.5,47.3,373.7,854.7,,24.6,,30.8,
02.02.2023,265.4,88.7,58.7,34.3,7.9,49.2,370.8,875,,24.7,,34.1,
03.02.2023,268,93.1,59.9,34.3,7.9,50,370.9,884.2,,26.3,,33.6,
04.02.2023,263.5,90.4,57.5,34.3,5.8,41.8,338,831.4,,24.8,,32.8,
05.02.2023,259.2,90.1,59.3,34.4,5.8,42.3,341.8,833,,24.7,,34.7,
06.02.2023,223,94.3,64.6,35.5,7.4,51.8,357.8,834.4,,24.6,,39.9,
07.02.2023,262.9,94.2,66.8,35,7.4,57.7,398.7,922.6,,24.5,,42.3,
08.02.2023,263.3,93,68.9,35,7.4,65.7,398.4,931.7,,26.2,,42.7,
09.02.2023,267.3,94.2,67.7,33.9,10.5,67.8,392.5,933.9,,25.6,,42,
10.02.2023,241.8,94,68.3,33.9,9.5,61.1,387.4,895.9,,26.2,,42.1,
11.02.2023,260.2,77.6,65.1,35,5.8,48.5,357.7,849.9,,26.2,,38.9,
12.02.2023,269.9,77.8,60,35,5.8,43.3,350,841.8,,26.1,,33.8,
13.02.2023,269.8,94.2,62.3,34.2,7.4,55.9,375.7,899.5,,26.2,,36.1,
14.02.2023,266.9,84.2,62,34.2,7.4,60.9,374.3,889.9,,26.1,,35.9,
15.02.2023,269,80,68.3,33.1,7.4,64.5,368.4,890.6,,31.3,,37,
16.02.2023,262.7,94.5,69.4,32.9,5.8,62.9,377.8,906,,31.4,,38,
17.02.2023,267.1,84.2,66.4,32.9,6.9,63.3,354.8,875.5,,31.4,,35,
18.02.2023,258,79.6,64.1,30.2,5.8,59.3,345.3,842.3,,34.8,,29.3,
19.02.2023,268.3,66,59.7,32.9,5.9,61.6,332,826.4,,34.9,,24.7,
20.02.2023,273.4,73.9,61.7,29.7,3.2,66,356.8,864.8,,34.8,,26.9,
21.02.2023,262.8,75.5,63.1,31.3,4.3,67.6,373.2,877.7,,35.9,,27.3,
22.02.2023,257.2,75.7,63.4,32.1,5.3,68.1,390.8,892.7,,38,,25.4,
23.02.2023,255.5,78.7,61.4,32.2,6.9,51.4,405.3,891.5,,37.3,,24.1,
24.02.2023,259.8,79.7,61.4,32.7,9,52.7,422,917.4,,37.2,,24.1,
25.02.2023,243,78.2,58.2,32.7,7.5,43.1,405.4,868.2,,33.6,,24.6,
26.02.2023,265.8,77,60,32.7,7.5,43.9,382.3,869.3,,34.5,,25.5,
27.02.2023,266.8,82.3,64.1,33.8,8,58.8,404.4,918.3,,36.9,,27.2,
28.02.2023,264.3,92.7,69.7,33.8,7.5,59,427,953.9,,38.2,,31.5,
01.03.2023,261.5,73.5,74.8,35.5,11.7,54.2,447.2,958.5,,38,,36.8,
02.03.2023,266.5,83.1,72.7,35.5,9.6,38.3,458.9,964.5,,38,,34.7,
03.03.2023,261,68.3,71.8,35.9,11.7,26.8,446.7,922.1,,38.2,,33.6,
04.03.2023,266.9,51.4,66.6,35.8,6.4,22.2,423.6,872.8,,35.6,,31,
05.03.2023,265.6,50.5,66.3,35.7,6.4,20.6,416.2,861.3,,34.9,,31.4,
06.03.2023,267.1,70.4,68.8,35.7,6.9,24.4,372.2,845.5,,37.3,,31.5,
07.03.2023,264.1,82.9,69.7,35.9,11.1,22.1,298.5,784.2,,38.1,,31.6,
08.03.2023,256.3,85,67.6,35.4,9,18.9,277.1,749.3,,38.1,,29.5,
09.03.2023,254.9,104.3,67.4,35.4,9,21.4,256.1,748.5,,38,,29.5,
10.03.2023,258.4,107.4,66,32.5,11.1,44.6,276.6,796.5,,38.1,,27.9,
11.03.2023,264.1,94.3,60.1,35.7,7.4,44.2,269.9,775.7,,35.2,,24.9,
12.03.2023,270.4,93.3,61.4,35.7,10.6,42.1,277,790.3,,35.6,,25.7,
13.03.2023,267.1,100.7,63.8,35.7,12.7,53.8,299.2,833.1,,37.3,,26.5,
14.03.2023,262.3,103.6,64.9,35.9,11.7,49.8,310.8,838.9,,38.1,,26.7,
15.03.2023,262.2,95.6,70.8,35.9,8,53.8,315.3,841.5,,38,,32.8,
16.03.2023,259.3,94.7,71.1,35.9,7.9,70.6,302.7,842.2,,38.5,,32.6,
17.03.2023,252.2,94.3,69.8,36,10.1,75.9,332.7,871,,38.4,,31.4,
18.03.2023,268.8,93,62.8,36.1,7.4,56.7,333.6,858.5,,34.8,,28,
19.03.2023,255.6,92.9,64.2,36.1,7.4,67.7,334.6,858.6,,34.9,,29.3,
20.03.2023,262,92.1,66.3,36.2,9.5,77.5,351.2,894.8,,37.1,,29.2,
21.03.2023,271.5,91.4,64,35.1,9.5,76.8,355.1,903.4,,38,,26,
22.03.2023,273.4,92.3,66.4,35.5,9.6,73.5,338.2,888.9,,38.4,,28,
